,Unnamed: 0,device,event_id,channel,timestamp_tz,active_power,active_power_delta,apparent_power,coil_reversed,complete,current,energy,energy_delta,evt_type,firmware,hz,phase_shift,reactive_power,reactive_power_delta,timestamp,voltage,wifi_strength,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,harmonic_img_1,harmonic_img_2,harmonic_img_3,harmonic_img_4,harmonic_img_5,harmonic_img_6,harmonic_img_7,harmonic_img_8,harmonic_img_9,harmonic_real_1,harmonic_real_2,harmonic_real_3,harmonic_real_4,harmonic_real_5,harmonic_real_6,harmonic_real_7,harmonic_real_8,harmonic_real_9,hour
713,510,7,118768,1,2020-06-18 09:57:28.000000,107,102.0,646.0,,False,2.7039999999999997,1320151.0,1,1,89,50.0,79.8,605,612,2020-06-18 09:57:28.000000,239.035,61,1.3969999999999998,1.3840000000000001,1.4880000000000002,1.579,1.686,1.696,1.8330000000000002,1.838,1.983,1.9180000000000001,-3309,0,805,0,107,0,57,1,4,-841,-8,658,0,100,-3,14,0,-46,9
265,390,7,114294,1,2020-06-15 09:03:12.000000,4,-239.0,14.0,,True,,1320123.0,0,2,89,50.0,-55.1,-7,-749,2020-06-15 09:03:12.000000,241.643,54,3.861,3.531,3.634,3.595,3.534,3.658,3.3939999999999997,3.323,3.573,,36,8,0,0,0,0,0,0,0,-23,-11,-11,0,0,0,0,0,0,9
667,917,7,119175,1,2020-06-18 10:56:40.000000,17,-56.0,22.0,,True,0.092,1320716.0,0,2,89,50.0,15.8,5,-595,2020-06-18 10:56:40.000000,241.643,51,2.036,2.026,1.925,1.895,1.882,1.9180000000000001,1.9380000000000002,1.876,0.095,0.09,-13,8,0,0,0,0,0,0,0,-102,-8,-3,-1,0,0,0,0,0,10
719,584,7,118842,1,2020-06-18 10:06:55.000000,2069,-272.0,2069.0,,True,8.852,1320241.0,5,2,89,50.0,0.0,-1,-551,2020-06-18 10:06:55.000000,233.82,55,10.479000000000001,10.357000000000001,10.370999999999999,10.568,10.523,10.828,10.440999999999999,10.437000000000001,10.388,10.305,-212,6,-103,-1,6,0,110,0,11,-12472,-23,-1,-8,432,0,115,0,0,10
292,435,7,114339,1,2020-06-15 09:09:02.000000,20,-17.0,58.0,,False,0.245,1320131.0,0,2,89,50.0,80.1,123,-83,2020-06-15 09:09:02.000000,239.035,50,,0.188,0.18899999999999997,0.191,0.188,0.18899999999999997,0.191,0.18600000000000003,0.184,0.188,-214,14,1,-4,1,3,0,0,0,-141,-6,-16,-4,-9,-3,0,1,0,9
831,795,7,119053,1,2020-06-18 10:36:57.000000,4,-279.0,15.0,,True,0.062,1320688.0,0,2,89,50.0,-56.6,-7,-1029,2020-06-18 10:36:57.000000,239.90400000000002,50,0.069,0.061,0.07,0.059000000000000004,0.057,0.064,0.059000000000000004,0.064,0.062,0.059000000000000004,37,11,0,-3,0,0,0,0,0,-26,-9,-13,0,0,0,0,0,0,10
1001,493,7,114397,1,2020-06-15 09:21:35.000000,5,-63.0,15.0,,True,0.062,1320149.0,0,2,89,50.0,-51.3,-7,-393,2020-06-15 09:21:35.000000,244.25,53,1.511,1.4909999999999999,1.412,1.296,1.278,1.278,1.249,1.2930000000000001,1.273,1.296,34,9,0,0,0,0,0,0,0,-23,-8,-9,0,0,0,0,0,0,9
748,177,7,114081,1,2020-06-15 08:28:17.000000,25,-137.0,248.0,,False,1.026,1320073.0,0,2,89,50.0,60.1,44,-331,2020-06-15 08:28:17.114081,242.512,52,3.009,2.7880000000000003,2.818,2.032,0.183,0.163,0.141,0.127,0.133,0.115,33,8,0,0,0,0,0,0,0,-23,-9,-11,0,-1,-1,0,0,0,8
334,594,7,118852,1,2020-06-18 10:08:23.000000,2087,-158.0,2090.0,,True,8.875,,4,2,89,50.0,0.0,9,-448,2020-06-18 10:08:23.000000,235.558,55,8.877,8.877,8.873,8.877,8.878,8.877,8.878,8.875,8.875,8.875,-123,1,-103,-3,6,0,94,0,6,-12500,-26,-4,-9,422,0,122,0,0,10
88,81,7,113985,1,2020-06-15 08:15:46.000000,2335,219.0,2570.0,,False,10.833,1319660.0,1,1,89,50.0,13.0,547,495,2020-06-15 08:15:46.000000,237.297,50,10.185,9.943999999999999,9.631,9.744,9.98,10.338,10.759,10.812000000000001,10.959000000000001,10.482000000000001,-6073,6,1240,6,-41,1,179,-18,21,-14152,-72,1166,-11,242,-26,400,1,94,8
209,185,7,114089,1,2020-06-15 08:29:12.000000,4,-202.0,15.0,,True,0.062,1320075.0,0,2,89,50.0,-55.5,-7,-927,2020-06-15 08:29:12.000000,242.512,52,0.057,0.061,0.059000000000000004,0.067,0.064,0.059000000000000004,0.061,0.064,0.066,0.061,37,8,0,-1,0,0,0,0,0,-23,-9,-13,-1,-1,0,0,0,0,8
721,734,7,118992,1,2020-06-18 10:26:58.000000,27,-228.0,45.0,,True,0.191,1320674.0,0,2,89,50.0,51.6,35,-470,2020-06-18 10:26:58.000000,239.90400000000002,50,4.1080000000000005,3.5980000000000003,4.072,3.839,4.092,4.624,4.218999999999999,4.171,4.785,4.671,-206,9,0,-3,0,0,0,0,0,-143,-13,-11,-1,-3,0,0,0,0,10
382,682,7,118940,1,2020-06-18 10:19:55.000000,186,,890.0,,False,3.697,1320664.0,0,1,89,50.0,68.5,476,-61,2020-06-18 10:19:55.000000,240.773,51,4.408,4.793,4.327,4.227,3.945,4.0089999999999995,3.659,3.6439999999999997,4.255,3.93,-5144,-19,1130,26,94,41,28,-21,33,-1461,-31,1155,-8,-110,14,206,-6,61,10
1003,630,7,118888,1,2020-06-18 10:12:56.000000,2061,,2061.0,,True,8.847999999999999,1320460.0,5,2,89,50.0,0.3,15,-726,2020-06-18 10:12:56.000000,232.95,53,10.134,10.068999999999999,10.238,10.332,10.569,10.597000000000001,10.762,10.588,10.575999999999999,10.425999999999998,-221,3,-100,0,26,0,89,0,4,-12442,-37,0,-16,402,0,123,0,0,10
132,607,7,118865,1,2020-06-18 10:10:13.000000,2273,198.0,2476.0,,False,10.552999999999999,1320357.0,8,1,89,50.0,22.5,955,939,2020-06-18 10:10:13.000000,234.68900000000002,55,9.756,9.881,9.789,9.937000000000001,10.03,9.901,9.895,10.086,10.401,10.287,-5613,-34,1072,0,14,0,163,0,24,-13721,-49,942,-14,287,-3,311,3,62,10
867,948,7,119206,1,2020-06-18 11:01:13.000000,266,261.0,1155.0,,False,,,0,1,89,50.0,62.9,529,536,2020-06-18 11:01:13.000000,243.38099999999997,51,2.47,2.529,2.615,2.6889999999999996,2.755,2.887,3.069,3.055,3.346,3.428,-6672,0,1816,-4,-151,0,150,0,69,-1263,-16,1047,-9,-255,9,211,-8,92,11
73,277,7,114181,1,2020-06-15 08:44:41.000000,165,160.0,849.0,,False,3.478,1320096.0,0,1,89,50.0,67.5,402,409,2020-06-15 08:44:41.000000,244.25,51,3.549,3.963,4.007,,4.433,4.502,4.2139999999999995,4.54,4.555,4.172,-5649,-14,1169,11,24,-80,-8,11,-33,-1739,-19,1329,-14,-166,-4,242,9,67,8
361,187,7,114091,1,2020-06-15 08:29:34.000000,5,-176.0,15.0,,True,0.062,1320076.0,0,2,89,50.0,-54.1,-7,-629,2020-06-15 08:29:34.000000,243.38099999999997,52,3.273,3.303,3.1210000000000004,2.97,3.0639999999999996,3.252,3.407,3.415,3.42,3.5260000000000002,37,9,0,-1,0,0,0,0,0,-23,-11,-11,-1,-3,0,0,0,0,8
632,929,7,119187,1,2020-06-18 10:58:08.000000,231,214.0,990.0,,False,4.083,1320717.0,0,1,89,50.0,71.3,688,684,2020-06-18 10:58:08.000000,242.512,51,3.798,3.928,3.42,3.7289999999999996,4.398,4.186,3.727,4.252,4.225,4.082,-4875,-6,1085,0,59,-13,61,-6,9,-1366,-41,998,-24,-42,59,206,1,42,10
855,690,7,118948,1,2020-06-18 10:20:39.000000,5,-160.0,15.0,,True,0.062,1320666.0,0,2,89,50.0,-54.4,-7,-680,2020-06-18 10:20:39.000000,240.773,51,0.059000000000000004,0.049,0.066,0.062,0.066,0.066,0.062,0.057,0.066,0.062,36,11,0,0,0,0,0,0,0,-18,-4,-6,0,0,0,0,0,0,10
885,597,7,118855,1,2020-06-18 10:08:44.000000,2289,96.0,2494.0,,False,10.668,1320303.0,1,1,89,50.0,13.7,571,400,2020-06-18 10:08:44.000000,233.82,55,11.352,11.974,11.992,11.390999999999998,11.375,11.455,10.97,10.477,10.687000000000001,10.258,-5271,-41,1014,21,188,8,275,21,29,-13323,-33,707,23,354,-44,270,14,-1,10
986,330,7,114234,1,2020-06-15 08:53:19.000000,243,238.0,1112.0,,False,4.57,1320109.0,1,1,89,50.0,64.3,511,518,2020-06-15 08:53:19.000000,243.38099999999997,53,2.359,2.475,2.541,2.7119999999999997,2.8310000000000004,2.925,3.012,3.103,3.3939999999999997,3.6010000000000004,-6802,-47,1659,-54,-100,3,66,-14,11,-1659,16,1336,-16,-310,-4,227,4,171,8
578,713,7,118971,1,2020-06-18 10:23:53.000000,210,204.0,951.0,,False,3.9960000000000004,1320670.0,0,1,89,50.0,65.3,463,470,2020-06-18 10:23:53.000000,238.166,53,3.6510000000000002,3.5669999999999997,3.6260000000000003,3.5869999999999997,3.6010000000000004,3.803,3.9219999999999997,3.89,4.0169999999999995,3.823,-4842,-9,1234,-4,42,-33,155,9,24,-968,-28,752,-24,-56,57,176,8,19,10
423,419,7,114323,1,2020-06-15 09:07:13.000000,20,-139.0,45.0,,True,0.188,1320129.0,0,2,89,50.0,61.5,38,-362,2020-06-15 09:07:13.000000,239.90400000000002,50,3.022,3.2710000000000004,3.217,2.8160000000000003,2.986,2.95,2.9960000000000004,3.214,3.3310000000000004,3.247,-211,13,0,-3,0,0,0,0,0,-108,-4,-11,-1,0,0,0,0,0,9
131,484,7,114388,1,2020-06-15 09:20:12.000000,108,102.0,576.0,,False,2.385,1320149.0,0,1,89,50.0,67.5,265,-32,2020-06-15 09:20:12.000000,241.643,53,0.8809999999999999,0.91,0.919,0.948,0.9990000000000001,1.084,1.112,1.209,1.229,1.247,-3009,89,732,-21,97,-14,52,1,33,-917,-23,740,-29,155,-8,19,0,-94,9
475,234,7,114138,1,2020-06-15 08:36:41.000000,21,-42.0,45.0,,True,0.188,1320085.0,1,2,89,50.0,61.1,38,-308,2020-06-15 08:36:41.000000,241.643,54,1.112,0.196,0.196,0.18899999999999997,0.188,0.188,0.188,0.193,0.191,0.188,-217,11,0,-3,0,0,0,0,0,-110,-4,-11,-1,-1,-1,0,0,0,8
613,4,7,113908,1,2020-06-15 08:05:24.000000,5,,15.0,,True,0.062,1319563.0,0,2,89,50.0,-49.5,-6,-421,2020-06-15 08:05:24.000000,243.38099999999997,50,,0.062,0.07400000000000001,0.059000000000000004,0.062,0.069,0.055999999999999994,0.057,0.064,0.07,36,11,0,0,0,0,0,0,0,-24,-8,-9,0,-1,0,0,0,0,8
952,894,7,119152,1,2020-06-18 10:51:38.000000,5,-203.0,15.0,,True,0.062,1320709.0,0,2,89,50.0,-54.8,-7,-478,2020-06-18 10:51:38.000000,244.25,53,,3.798,3.7710000000000004,3.7319999999999998,4.2780000000000005,4.492,4.08,4.016,4.23,3.955,37,9,0,0,0,0,0,0,0,-16,-3,-6,0,0,0,0,0,0,10
63,887,7,119145,1,2020-06-18 10:50:31.000000,4,-206.0,50.0,,False,0.209,1320708.0,1,2,89,50.0,-11.2,0,-699,2020-06-18 10:50:31.000000,241.643,54,3.298,3.727,4.0169999999999995,3.931,3.735,3.6689999999999996,3.639,3.4330000000000003,3.3089999999999997,3.227,36,11,0,0,0,0,0,0,0,-19,-6,-9,0,-1,0,0,0,0,10
97,356,7,114260,1,2020-06-15 08:56:26.000000,142,-26.0,687.0,,False,2.846,1320114.0,0,2,89,50.0,76.9,619,121,2020-06-15 08:56:26.000000,241.643,53,3.009,3.045,2.94,2.862,3.082,2.715,2.714,2.824,2.483,2.1919999999999997,-3715,29,991,-3,160,3,84,1,-41,-722,-1,518,-24,28,-6,19,0,-54,8
311,285,7,114189,1,2020-06-15 08:45:27.000000,5,-164.0,51.0,,False,0.21100000000000002,1320097.0,0,2,89,50.0,-36.2,-4,-737,2020-06-15 08:45:27.000000,242.512,51,0.062,0.061,0.062,0.059000000000000004,0.062,0.066,0.061,0.061,0.059000000000000004,0.064,36,11,0,-3,0,-1,0,0,0,-26,-9,-8,0,-1,0,0,0,0,8
220,335,7,114239,1,2020-06-15 08:54:05.000000,271,266.0,1132.0,,False,4.687,1320110.0,0,1,89,50.0,64.6,581,57,2020-06-15 08:54:05.000000,241.643,53,4.029,4.035,4.1080000000000005,4.227,3.917,4.294,4.408,3.9960000000000004,4.351,3.832,-5253,-1,1341,-28,6,67,138,-9,36,-1098,-42,877,-3,-94,0,183,-3,19,8
246,37,7,113941,1,2020-06-15 08:09:47.000000,168,-21.0,871.0,,False,3.605,1319570.0,1,2,89,50.0,78.3,836,-42,2020-06-15 08:09:47.000000,241.643,50,3.8289999999999997,4.087,3.8339999999999996,,4.136,4.129,3.9,3.5389999999999997,3.262,3.3819999999999997,-4789,-36,876,-29,1,-1,-16,24,0,-1640,-75,1168,82,8,18,250,-9,24,8
979,569,7,118827,1,2020-06-18 10:04:37.000000,10,-125.0,15.0,,True,0.066,1320162.0,1,2,89,50.0,-2.8,0,-373,2020-06-18 10:04:37.000000,238.166,59,3.253,3.633,3.983,,3.633,3.39,3.1430000000000002,3.377,3.1910000000000003,2.73,0,11,0,0,0,0,0,0,0,-57,-3,-8,-1,-1,0,0,0,0,10
162,866,7,119124,1,2020-06-18 10:47:39.000000,191,187.0,924.0,,False,3.841,1320704.0,1,1,89,50.0,76.2,804,812,2020-06-18 10:47:39.000000,240.773,54,4.357,3.77,4.308,3.7089999999999996,3.6260000000000003,4.192,3.648,3.991,4.585,,-4789,18,1252,11,21,0,158,0,21,-925,0,706,0,-37,-75,151,1,14,10
151,145,7,114049,1,2020-06-15 08:23:45.000000,2364,240.0,2571.0,,False,10.797,1319959.0,10,1,89,50.0,20.0,863,809,2020-06-15 08:23:45.000000,238.166,50,9.885,9.82,9.929,,,9.829,10.091000000000001,10.236,10.357000000000001,10.436,-6418,-14,1343,-8,-26,79,275,8,54,-13921,-37,1011,4,232,-31,349,-11,70,8
293,16,7,113920,1,2020-06-15 08:07:10.000000,229,65.0,1029.0,,False,4.26,1319565.0,0,1,89,50.0,74.8,853,115,2020-06-15 08:07:10.000000,241.643,50,3.397,3.2880000000000003,3.049,3.153,3.3569999999999998,3.295,3.323,3.4019999999999997,3.412,3.4760000000000004,-5346,-11,1016,-37,-79,-9,1,3,3,-1892,-39,1366,-6,-4,-21,255,26,47,8
581,232,7,114136,1,2020-06-15 08:36:21.000000,117,28.0,601.0,,False,2.499,,0,1,89,50.0,77.6,541,72,2020-06-15 08:36:21.000000,240.773,54,,2.676,2.372,2.367,2.615,2.423,2.5639999999999996,2.927,2.6430000000000002,2.557,-3280,72,861,-4,146,6,31,-1,-26,-777,-6,577,-37,82,-11,11,3,-99,8
895,13,7,113917,1,2020-06-15 08:06:51.000000,178,173.0,876.0,,False,3.575,1319565.0,1,1,89,50.0,75.9,718,725,2020-06-15 08:06:51.000000,245.12,50,3.5669999999999997,4.162,3.674,3.37,3.778,3.417,3.531,3.583,3.1430000000000002,3.4610000000000003,-5035,11,1308,-44,29,-36,201,23,0,-976,-75,691,47,57,51,79,4,-9,8
222,549,7,118807,1,2020-06-18 10:02:31.000000,151,146.0,802.0,,False,3.37,1320158.0,0,1,89,50.0,78.7,760,767,2020-06-18 10:02:31.000000,238.166,59,3.615,3.6510000000000002,3.62,3.6060000000000003,3.733,3.915,4.197,4.303,4.0169999999999995,3.895,-4278,-4,1105,18,95,0,135,-8,-3,-721,-4,526,-36,-6,-24,56,6,1,10
62,689,7,118947,1,2020-06-18 10:20:38.000000,165,-87.0,848.0,,False,3.509,1320666.0,0,2,89,50.0,75.9,673,125,2020-06-18 10:20:38.000000,241.643,51,,4.418,4.405,4.415,4.252,4.408,,4.644,4.25,4.096,-4921,-3,1192,14,51,-80,102,3,-4,-1178,-34,915,-14,-61,41,202,4,19,10
161,15,7,113919,1,2020-06-15 08:07:08.000000,163,158.0,848.0,,False,,1319565.0,0,1,89,50.0,77.3,737,745,2020-06-15 08:07:08.000000,240.773,50,3.366,2.96,3.22,3.022,3.5060000000000002,3.247,3.6630000000000003,3.4610000000000003,3.8110000000000004,3.4130000000000003,-4415,-57,663,44,-14,31,-59,-16,3,-1801,-54,1255,14,64,4,189,-13,16,8
1018,195,7,114099,1,2020-06-15 08:30:48.000000,214,209.0,986.0,,False,4.039,1320077.0,0,1,89,50.0,75.9,876,263,2020-06-15 08:30:48.000000,244.25,50,4.258,4.232,4.319,4.098,4.545,4.393,3.9530000000000003,3.917,4.034,3.966,-5380,9,1197,-4,11,0,33,-3,-3,-1521,-26,1184,-4,-123,0,250,-1,66,8
306,920,7,119178,1,2020-06-18 10:57:02.000000,74,-8.0,469.0,,False,1.9269999999999998,1320716.0,0,2,89,50.0,79.4,413,282,2020-06-18 10:57:02.000000,243.38099999999997,51,2.347,2.443,2.394,2.28,2.189,2.115,2.158,2.1069999999999998,2.105,2.0669999999999997,-2732,-3,928,-6,155,6,-18,-4,-77,-334,-18,260,3,-14,-13,-44,23,-6,10
605,769,7,119027,1,2020-06-18 10:33:52.000000,149,138.0,744.0,,False,3.113,1320682.0,0,1,89,50.0,66.7,350,351,2020-06-18 10:33:52.119027,239.035,54,3.656,3.7239999999999998,3.611,3.333,3.6460000000000004,3.255,3.1,2.889,3.0010000000000003,3.06,-4502,82,1128,33,59,-62,94,-14,-3,-1107,-1,834,-79,-11,42,173,-8,-11,10
991,270,7,114174,1,2020-06-15 08:43:34.000000,239,,1083.0,,False,4.453,1320095.0,1,1,89,50.0,72.0,752,759,2020-06-15 08:43:34.000000,243.38099999999997,51,4.303,3.842,3.727,3.535,,3.801,3.6719999999999997,3.781,4.007,3.7039999999999997,-5220,0,1212,6,29,-3,72,11,11,-1356,-8,1064,0,-85,-26,219,4,44,8
684,794,7,119052,1,2020-06-18 10:36:49.000000,284,87.0,1210.0,,False,,1320688.0,0,1,89,50.0,74.1,1021,290,2020-06-18 10:36:49.000000,239.90400000000002,50,3.392,3.623,3.653,3.616,4.029,4.281000000000001,3.7119999999999997,,4.258,3.765,-6623,9,1758,-1,-158,0,143,0,54,-1262,-14,998,-3,-239,4,189,18,105,10
436,1014,7,119272,1,2020-06-18 11:15:08.000000,5,-57.0,15.0,,True,0.064,1320746.0,0,2,89,50.0,-48.8,-6,-372,2020-06-18 11:15:08.000000,240.773,52,0.067,0.062,0.061,0.062,0.066,0.062,0.061,0.061,0.067,0.066,34,9,0,0,0,0,0,0,0,-21,-6,-8,0,0,0,0,0,0,11
243,797,7,119055,1,2020-06-18 10:37:16.000000,284,279.0,1240.0,,False,,1320688.0,0,1,89,50.0,69.2,760,319,2020-06-18 10:37:16.000000,239.90400000000002,50,0.813,0.848,0.8909999999999999,0.919,0.955,0.98,1.016,1.044,1.196,1.29,-6108,-33,1551,3,-59,11,146,4,29,-1257,0,983,-6,-158,0,202,1,74,10
536,610,7,118868,1,2020-06-18 10:10:28.000000,2226,157.0,2357.0,,False,10.081,1320366.0,4,1,89,50.0,18.6,758,747,2020-06-18 10:10:28.000000,233.82,55,10.535,10.363,10.355,10.297,10.216000000000001,10.294,10.333,10.238,10.297,10.147,-4291,0,869,-1,23,-3,151,1,37,-13589,-34,821,-4,438,-13,351,3,16,10
158,868,7,119126,1,2020-06-18 10:47:47.000000,334,328.0,1405.0,,False,,1320704.0,0,1,89,50.0,62.5,649,653,2020-06-18 10:47:47.000000,240.773,54,3.012,3.07,3.154,,3.6510000000000002,3.8080000000000003,3.8280000000000003,3.4610000000000003,3.417,3.75,-7246,-33,2057,-9,-237,11,165,11,82,-1291,-29,1029,-1,-257,-3,198,1,105,10
942,29,7,113933,1,2020-06-15 08:08:30.000000,5,-162.0,14.0,,True,0.062,1319567.0,0,2,89,50.0,-53.4,-6,-700,2020-06-15 08:08:30.000000,238.166,50,3.0039999999999996,3.1719999999999997,3.135,3.194,3.135,3.238,3.75,3.5189999999999997,0.07,0.057,36,8,0,0,0,0,0,0,0,-14,-4,-8,0,-1,0,0,0,0,8
547,834,7,119092,1,2020-06-18 10:42:25.000000,70,-24.0,373.0,,False,1.574,1320696.0,0,2,89,50.0,78.3,350,-67,2020-06-18 10:42:25.000000,237.297,50,1.6540000000000001,1.8969999999999998,2.013,2.019,2.189,2.2119999999999997,2.521,2.555,2.456,2.562,-1300,-18,587,16,-94,9,-49,-4,3,-341,18,285,-23,-113,1,-74,6,36,10
120,399,7,114303,1,2020-06-15 09:04:29.000000,174,-81.0,864.0,,False,3.592,1320125.0,0,2,89,50.0,77.6,819,-79,2020-06-15 09:04:29.000000,240.773,54,4.583,4.727,4.511,3.9739999999999998,4.215,4.23,4.202,4.334,3.841,3.7039999999999997,-5446,0,1041,16,47,0,-29,-9,-16,-1768,1,1343,4,-136,-66,247,18,79,9
620,425,7,114329,1,2020-06-15 09:08:04.000000,175,137.0,953.0,,False,3.958,1320130.0,0,1,89,50.0,54.8,251,48,2020-06-15 09:08:04.000000,240.773,50,0.871,0.193,0.193,0.193,0.188,0.18899999999999997,0.191,0.18899999999999997,0.188,0.18899999999999997,-212,13,0,-1,0,0,0,0,0,-115,-8,-13,-4,-4,0,0,0,1,9
212,152,7,114056,1,2020-06-15 08:24:29.000000,2132,6.0,2132.0,,True,8.985,1319990.0,12,1,89,50.0,15.1,585,-267,2020-06-15 08:24:29.000000,237.297,50,10.263,10.079,9.891,9.929,9.939,9.921,10.03,10.068999999999999,10.129,10.065,-4811,3,1011,6,-13,16,188,0,31,-13747,-9,853,0,333,-62,381,1,64,8
849,897,7,119155,1,2020-06-18 10:52:02.000000,5,-194.0,15.0,,True,0.062,1320709.0,0,2,89,50.0,-53.0,-7,-781,2020-06-18 10:52:02.000000,243.38099999999997,53,0.061,0.061,0.054000000000000006,0.057,,0.062,0.061,0.062,0.061,0.066,36,8,0,0,0,0,0,0,0,-16,-4,-9,-1,0,0,0,0,0,10
678,123,7,114027,1,2020-06-15 08:20:43.000000,2331,199.0,,,False,10.620999999999999,1319844.0,4,1,89,50.0,16.8,717,695,2020-06-15 08:20:43.000000,238.166,50,10.347999999999999,10.386,10.388,10.419,10.329,10.33,10.447000000000001,10.375,10.395999999999999,10.720999999999998,-6088,-23,1214,3,92,-49,331,4,49,-13452,-51,651,-28,310,46,235,1,34,8
1020,795,7,119053,1,2020-06-18 10:36:57.000000,4,-279.0,15.0,,True,0.062,1320688.0,0,2,89,50.0,-56.6,-7,-1029,2020-06-18 10:36:57.000000,239.90400000000002,50,0.069,0.061,0.07,0.059000000000000004,0.057,0.064,0.059000000000000004,0.064,0.062,0.059000000000000004,37,11,0,-3,0,0,0,0,0,-26,-9,-13,0,0,0,0,0,0,10
629,928,7,119186,1,2020-06-18 10:57:59.000000,17,-33.0,21.0,,True,0.08900000000000001,1320717.0,0,2,89,50.0,13.7,4,-74,2020-06-18 10:57:59.000000,242.512,51,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,-14,11,0,-1,0,0,0,0,0,-97,-13,-4,-1,0,0,0,0,0,10
379,667,7,118925,1,2020-06-18 10:17:22.000000,2100,-239.0,2100.0,,True,8.885,1320623.0,4,2,89,50.0,0.0,-5,-555,2020-06-18 10:17:22.000000,236.42700000000002,51,10.325,10.366,10.405999999999999,10.552999999999999,,8.885,8.888,8.886000000000001,8.885,8.885,-18,6,-107,-3,-16,0,89,0,13,-12533,-21,-13,-11,422,0,140,0,0,10
767,424,7,114328,1,2020-06-15 09:07:56.000000,37,,220.0,,False,0.914,1320130.0,0,2,89,50.0,79.4,203,-92,2020-06-15 09:07:56.000000,240.773,50,1.158,1.084,0.998,0.927,0.867,0.851,0.823,0.792,0.772,,-1328,0,590,0,-84,0,-56,0,9,-306,-21,237,-1,-90,-1,-54,0,33,9
260,100,7,114004,1,2020-06-15 08:17:59.000000,2270,175.0,2432.0,,False,10.325,1319741.0,4,1,89,50.0,18.2,760,734,2020-06-15 08:17:59.000000,235.558,50,10.738,10.822000000000001,11.017999999999999,11.556,11.515,11.172,10.835,10.472000000000001,10.401,10.405999999999999,-3656,-4,735,-1,-136,13,-33,-4,0,-13902,-62,999,-18,336,-24,366,0,51,8
279,421,7,114325,1,2020-06-15 09:07:32.000000,147,39.0,813.0,,False,,1320129.0,0,1,89,50.0,78.0,703,359,2020-06-15 09:07:32.000000,239.035,50,4.649,4.349,4.306,4.341,4.2,3.8160000000000003,3.818,3.778,3.341,3.451,-3397,-3,861,1,148,9,47,0,-23,-818,-16,582,-18,66,11,31,6,-70,9
296,233,7,114137,1,2020-06-15 08:36:22.000000,63,-54.0,354.0,,False,1.4680000000000002,1320084.0,0,2,89,50.0,79.4,346,-195,2020-06-15 08:36:22.000000,241.643,54,0.8290000000000001,0.7390000000000001,0.6940000000000001,0.638,0.633,0.648,0.696,,0.861,0.945,-1412,13,610,0,-67,1,-61,0,-3,-339,-13,273,-1,-97,-1,-70,0,31,8
113,867,7,119125,1,2020-06-18 10:47:41.000000,5,-185.0,,,False,0.18899999999999997,1320704.0,0,2,89,50.0,-35.8,-4,-809,2020-06-18 10:47:41.000000,240.773,54,0.059000000000000004,0.062,0.059000000000000004,0.057,0.066,0.064,0.062,0.062,0.057,0.062,37,11,0,-1,0,0,0,0,0,-23,-11,-9,-1,-1,0,0,0,0,10
755,828,7,119086,1,2020-06-18 10:41:28.000000,33,-57.0,177.0,,False,0.7440000000000001,1320695.0,0,2,89,50.0,81.5,233,-244,2020-06-18 10:41:28.000000,239.035,50,1.7630000000000001,1.767,1.732,1.618,1.554,1.521,1.4169999999999998,1.27,1.113,1.014,-1344,31,617,-11,-118,-1,-49,3,18,-303,-9,212,-31,-89,14,-37,0,29,10
446,48,7,113952,1,2020-06-15 08:11:12.000000,171,20.0,934.0,,False,3.867,1319572.0,0,1,89,50.0,78.3,856,116,2020-06-15 08:11:12.000000,241.643,50,3.21,3.384,3.455,3.658,4.087,4.224,4.169,3.9789999999999996,3.565,3.608,-5317,-31,1217,-3,-26,28,130,6,13,-1377,-21,1009,-28,-18,-19,216,11,21,8
1002,362,7,114266,1,2020-06-15 08:57:45.000000,100,,358.0,,True,1.48,1320115.0,0,2,89,50.0,72.0,316,-111,2020-06-15 08:57:45.000000,242.512,53,1.6740000000000002,1.6640000000000001,1.5930000000000002,1.531,1.557,1.577,1.504,1.485,1.485,,-1872,6,587,0,52,0,-16,0,0,-567,-14,514,0,-37,0,-105,0,-18,8
790,950,7,119208,1,2020-06-18 11:01:35.000000,266,261.0,1182.0,,False,4.857,,0,1,89,50.0,71.7,823,831,2020-06-18 11:01:35.000000,243.38099999999997,55,2.559,2.608,2.6919999999999997,2.908,2.884,3.21,3.0869999999999997,3.451,3.676,3.719,-6304,84,1717,-18,-87,0,150,6,64,-1161,-37,968,4,-226,-8,186,-6,85,11
672,217,7,114121,1,2020-06-15 08:34:12.000000,228,223.0,1134.0,,False,4.694,1320081.0,0,1,89,50.0,66.0,520,527,2020-06-15 08:34:12.000000,241.643,50,2.475,2.605,2.702,2.7680000000000002,2.889,2.951,3.045,3.24,3.4610000000000003,3.326,-5474,-11,1551,-13,-37,19,202,-4,37,-801,3,623,-41,-79,3,87,13,26,8
