,Unnamed: 0,device,event_id,channel,timestamp_tz,active_power,active_power_delta,apparent_power,coil_reversed,complete,current,energy,energy_delta,evt_type,firmware,hz,phase_shift,reactive_power,reactive_power_delta,timestamp,voltage,wifi_strength,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,harmonic_img_1,harmonic_img_2,harmonic_img_3,harmonic_img_4,harmonic_img_5,harmonic_img_6,harmonic_img_7,harmonic_img_8,harmonic_img_9,harmonic_real_1,harmonic_real_2,harmonic_real_3,harmonic_real_4,harmonic_real_5,harmonic_real_6,harmonic_real_7,harmonic_real_8,harmonic_real_9,hour
403,821,7,119079,1,2020-06-18 10:40:38.000000,61,-12.0,329.0,,False,1.3719999999999999,1320694.0,0,2,89,50.0,78.0,297,-32,2020-06-18 10:40:38.000000,239.90400000000002,50,0.8690000000000001,0.8690000000000001,0.887,0.94,0.991,1.056,1.105,1.163,1.222,1.278,-1475,23,646,-1,-66,0,-70,0,0,-318,-9,242,-4,-82,-3,-64,0,19,10
380,656,7,118914,1,2020-06-18 10:16:10.000000,2238,166.0,2361.0,,False,,,8,1,89,50.0,11.2,448,-363,2020-06-18 10:16:10.000000,234.68900000000002,53,9.815,9.787,9.892999999999999,9.838,9.951,10.263,10.276,10.442,10.462,10.14,-4195,33,869,16,85,-8,216,0,33,-13394,-13,727,0,452,-42,303,0,-6,10
291,462,7,114366,1,2020-06-15 09:15:13.000000,21,-64.0,46.0,,True,0.191,1320140.0,0,2,89,50.0,60.4,39,-377,2020-06-15 09:15:13.000000,241.643,54,1.7109999999999999,1.663,1.663,1.669,1.651,1.72,1.681,1.663,1.6869999999999998,,-207,8,0,0,0,0,0,0,0,-128,-9,-13,0,-3,0,0,0,0,9
434,886,7,119144,1,2020-06-18 10:50:28.000000,211,206.0,993.0,,False,4.126,1320707.0,0,1,89,50.0,73.1,698,705,2020-06-18 10:50:28.000000,240.773,54,2.184,2.187,2.319,2.29,2.397,2.4930000000000003,2.699,2.752,2.8110000000000004,3.115,-5395,-13,1300,19,37,-8,90,0,-1,-1328,-18,1034,-1,-115,-21,188,-9,59,10
303,376,7,114280,1,2020-06-15 09:01:24.000000,17,-171.0,39.0,,False,0.166,,1,2,89,50.0,17.2,5,-427,2020-06-15 09:01:24.000000,239.90400000000002,54,3.403,,0.141,0.13,0.127,0.113,0.107,0.102,0.094,0.08900000000000001,-21,9,0,-1,0,0,0,0,0,-95,-13,-4,0,-1,0,0,0,0,9
550,782,7,119040,1,2020-06-18 10:35:22.000000,33,-181.0,308.0,,False,1.287,1320685.0,0,2,89,50.0,68.9,87,-687,2020-06-18 10:35:22.000000,239.90400000000002,54,3.963,4.258,4.319,3.9739999999999998,4.021,3.983,3.5189999999999997,,3.7910000000000004,3.585,44,14,3,-3,-3,0,0,0,0,-28,-14,-14,-1,-3,-3,0,0,1,10
828,38,7,113942,1,2020-06-15 08:10:00.000000,192,187.0,1007.0,,False,4.199,1319570.0,0,1,89,50.0,67.5,472,-363,2020-06-15 08:10:00.000000,239.90400000000002,50,0.816,0.853,0.877,0.912,0.948,0.975,1.072,1.183,1.197,1.229,-6398,232,1697,-66,-202,47,112,-21,-39,-1620,1,1201,-196,-166,34,198,8,90,8
216,1010,7,119268,1,2020-06-18 11:14:43.000000,96,90.0,555.0,,False,2.298,1320746.0,0,1,89,50.0,79.4,520,527,2020-06-18 11:14:43.000000,241.643,52,,1.133,1.145,1.151,1.288,1.306,1.425,1.432,1.455,1.56,-2943,1,856,0,130,3,21,-3,-28,-608,-11,486,-13,59,-3,-13,4,-54,11
570,122,7,114026,1,2020-06-15 08:20:30.000000,2126,-226.0,2126.0,,True,8.961,,5,2,89,50.0,0.3,22,-651,2020-06-15 08:20:30.000000,237.297,50,10.940999999999999,11.427,11.309000000000001,11.165,10.96,10.517999999999999,10.575999999999999,10.927,11.342,11.886,496,1,-64,0,-100,0,28,0,0,-12577,-39,-36,-14,328,0,155,0,3,8
540,207,7,114111,1,2020-06-15 08:32:33.000000,284,273.0,1202.0,,False,4.941,1320080.0,1,1,89,50.0,62.5,552,553,2020-06-15 08:32:33.000000,243.38099999999997,50,2.517,2.628,2.7119999999999997,2.8289999999999997,2.983,3.176,3.1689999999999996,3.3989999999999996,3.7119999999999997,3.8139999999999996,-6286,13,1329,11,-6,-19,-11,3,-26,-1892,-6,1445,-4,-250,-54,239,9,112,8
70,22,7,113926,1,2020-06-15 08:07:54.000000,135,130.0,694.0,,False,2.907,1319567.0,1,1,89,50.0,77.3,612,29,2020-06-15 08:07:54.000000,239.035,50,1.5219999999999998,1.4980000000000002,1.57,1.671,1.65,1.785,1.841,1.819,2.008,2.138,-3790,136,1049,11,97,-59,105,-59,6,-702,-52,523,-87,69,0,26,49,-39,8
930,183,7,114087,1,2020-06-15 08:29:09.000000,252,247.0,1104.0,,False,4.553999999999999,1320075.0,1,1,89,50.0,75.5,1003,361,2020-06-15 08:29:09.000000,242.512,52,4.156000000000001,3.733,3.3110000000000004,3.895,4.641,5.416,5.747999999999999,5.273,6.132999999999999,5.331,-5121,-11,1326,-8,1,11,156,-1,41,-991,-23,790,-4,-85,0,153,-3,23,8
441,533,7,118791,1,2020-06-18 10:00:32.000000,166,161.0,823.0,,False,3.418,1320155.0,1,1,89,50.0,73.8,582,589,2020-06-18 10:00:32.000000,240.773,61,3.237,3.5189999999999997,3.799,3.352,3.892,4.689,3.912,4.393,4.727,4.255,-4992,44,1354,-8,0,11,179,1,9,-932,-8,706,-29,-8,-8,145,-18,-13,10
528,112,7,114016,1,2020-06-15 08:19:28.000000,2394,99.0,2716.0,,False,11.447000000000001,1319800.0,4,1,89,50.0,21.7,966,264,2020-06-15 08:19:28.000000,237.297,50,9.127,9.134,9.139,9.253,9.185,9.205,9.273,9.225,9.309,9.274,-5545,-29,1334,-4,-184,9,11,14,-11,-14300,-56,1255,-18,193,-24,465,3,87,8
77,612,7,118870,1,2020-06-18 10:10:36.000000,2067,-181.0,2067.0,,True,8.842,1320375.0,5,2,89,50.0,0.0,9,-790,2020-06-18 10:10:36.000000,233.82,55,,9.931000000000001,9.875,9.857000000000001,9.931000000000001,9.966000000000001,,,9.796,9.721,-46,3,-100,-1,-6,0,85,0,14,-12472,-33,-13,-14,422,0,132,0,0,10
488,379,7,114283,1,2020-06-15 09:01:56.000000,208,203.0,955.0,,False,3.966,1320121.0,0,1,89,50.0,67.8,520,32,2020-06-15 09:01:56.114283,240.773,54,5.393,4.644,4.479,4.489,4.11,4.111000000000001,4.4639999999999995,4.123,4.415,4.215,-5605,13,1268,16,23,-39,47,18,0,-1518,-24,1196,-24,-168,51,254,-4,75,9
85,99,7,114003,1,2020-06-15 08:17:46.000000,2075,-220.0,2076.0,,True,8.881,1319737.0,4,2,89,50.0,0.3,25,-780,2020-06-15 08:17:46.000000,233.82,50,10.708,10.31,10.144,10.032,9.832,9.908999999999999,9.812000000000001,9.751,,9.809,405,-39,-117,-1,-36,31,37,-6,0,-12500,-34,0,29,359,-14,113,0,9,8
645,74,7,113978,1,2020-06-15 08:15:01.000000,2317,188.0,2520.0,,False,10.583,1319632.0,8,1,89,50.0,13.0,536,503,2020-06-15 08:15:01.000000,238.166,50,9.779,9.818999999999999,9.735,9.933,9.822000000000001,10.002,10.066,10.182,10.234,,-2846,-222,688,169,-297,-1,-16,-47,44,-14254,23,1321,31,209,156,361,-54,57,8
330,735,7,118993,1,2020-06-18 10:27:14.000000,201,174.0,893.0,,False,,1320674.0,0,1,89,50.0,65.0,435,400,2020-06-18 10:27:14.000000,239.90400000000002,50,1.9780000000000002,1.9580000000000002,2.116,2.244,2.26,2.4019999999999997,2.362,,2.582,2.681,-5218,8,1308,-1,-6,-1,186,3,39,-1103,-6,792,-14,-103,-13,169,0,9,10
886,257,7,114161,1,2020-06-15 08:41:39.000000,223,218.0,1029.0,,False,,1320092.0,0,1,89,50.0,72.4,708,169,2020-06-15 08:41:39.000000,242.512,51,2.154,2.229,2.281,2.399,2.583,2.608,2.7569999999999997,2.8789999999999996,3.0589999999999997,3.003,-4690,1,887,6,70,-34,-23,0,1,-1574,-26,1176,-6,-4,4,217,4,18,8
217,878,7,119136,1,2020-06-18 10:49:03.000000,292,252.0,1277.0,,False,5.346,,0,1,89,50.0,65.0,631,549,2020-06-18 10:49:03.000000,239.035,54,5.412999999999999,4.687,4.882,5.678999999999999,4.809,5.077,5.535,4.753,5.341,5.992000000000001,-6268,-14,688,3,141,21,-194,1,-120,-2861,-39,1971,4,-244,-1,120,-4,9,10
482,604,7,118862,1,2020-06-18 10:09:33.000000,2078,-10.0,2078.0,,True,8.855,1320336.0,12,2,89,50.0,-0.3,-15,-789,2020-06-18 10:09:33.000000,234.68900000000002,55,10.149,10.319,10.0,9.964,9.87,9.665,9.797,9.738999999999999,9.751,10.01,-504,3,-108,-4,64,0,132,0,13,-12510,-14,0,-4,420,0,110,1,0,10
466,2,7,113906,1,2020-06-15 08:05:17.000000,87,-10.0,507.0,,False,2.077,1319562.0,0,2,89,50.0,79.4,472,70,2020-06-15 08:05:17.000000,244.25,50,1.89,1.9509999999999998,1.9609999999999999,2.009,2.108,2.06,2.036,2.044,1.986,1.97,-2514,4,438,-1,26,0,64,0,82,-1044,-26,861,0,136,4,-1,0,-16,8
900,348,7,114252,1,2020-06-15 08:55:30.000000,270,228.0,1099.0,,False,4.5489999999999995,1320112.0,0,1,89,50.0,70.6,776,702,2020-06-15 08:55:30.000000,241.643,53,5.101,4.478,4.388999999999999,4.954,5.428,5.456,5.336,5.1080000000000005,5.166,,-4921,13,1207,-6,62,-24,153,13,18,-1046,-21,727,-14,-36,4,143,3,0,8
366,562,7,118820,1,2020-06-18 10:03:54.000000,131,,771.0,,False,3.262,1320161.0,1,2,89,50.0,79.8,733,-1,2020-06-18 10:03:54.000000,236.42700000000002,59,3.418,3.29,3.512,3.491,3.537,3.484,3.425,3.446,3.43,3.3689999999999998,-3963,-8,247,128,69,77,-169,-39,-14,-2059,6,1305,36,87,-34,24,-24,37,10
135,534,7,118792,1,2020-06-18 10:00:33.000000,165,0.0,794.0,,False,3.301,1320155.0,0,2,89,50.0,77.3,738,156,2020-06-18 10:00:33.000000,240.773,61,3.248,3.435,3.3339999999999996,3.275,3.29,3.201,3.458,3.517,3.63,3.542,-3763,1,994,0,135,19,102,0,-11,-798,-11,641,21,39,-54,54,0,-52,10
884,194,7,114098,1,2020-06-15 08:30:34.000000,256,251.0,1105.0,,False,4.5569999999999995,1320077.0,0,1,89,50.0,67.1,612,-297,2020-06-15 08:30:34.000000,242.512,50,0.777,0.813,0.848,0.889,0.917,0.96,1.004,,1.145,3.946,-4816,-8,1239,-11,46,26,143,-13,42,-963,-23,750,0,-46,-33,146,18,14,8
577,659,7,118917,1,2020-06-18 10:16:31.000000,2282,201.0,2441.0,,False,10.363,1320588.0,5,1,89,50.0,17.5,731,744,2020-06-18 10:16:31.000000,235.558,53,9.857000000000001,10.023,10.215,10.066,9.99,10.18,9.918,10.205,10.492,10.282,-4948,0,998,-11,125,-4,280,3,29,-13330,-29,679,-21,420,57,268,-3,6,10
181,899,7,119157,1,2020-06-18 10:52:23.000000,112,-76.0,704.0,,False,2.935,1320710.0,0,2,89,50.0,59.7,193,-55,2020-06-18 10:52:23.000000,239.90400000000002,53,3.745,3.46,3.552,3.4930000000000003,3.3110000000000004,3.318,3.049,2.826,2.889,2.96,-193,9,0,0,0,0,0,0,0,-171,-8,-4,-1,-1,0,0,0,0,10
916,400,7,114304,1,2020-06-15 09:04:30.000000,4,-169.0,15.0,,True,0.062,1320125.0,0,2,89,50.0,-55.8,-7,-826,2020-06-15 09:04:30.000000,241.643,54,0.057,0.069,0.057,0.057,,0.067,0.055999999999999994,0.061,0.059000000000000004,0.064,37,11,0,-1,0,0,0,0,0,-18,-8,-11,0,-1,0,0,0,0,9
370,372,7,114276,1,2020-06-15 09:01:00.000000,166,148.0,775.0,,False,3.23,1320120.0,0,1,89,50.0,74.8,617,0,2020-06-15 09:01:00.000000,239.90400000000002,54,3.073,2.925,3.1660000000000004,2.8819999999999997,,3.1919999999999997,3.222,3.1260000000000003,3.22,2.895,-4057,18,1011,4,133,0,118,-4,-3,-905,-14,651,-14,11,-1,120,-1,-31,9
388,695,7,118953,1,2020-06-18 10:21:20.000000,5,-142.0,15.0,,True,0.062,1320666.0,0,2,89,50.0,-54.1,-7,-424,2020-06-18 10:21:20.000000,240.773,51,3.707,3.755,4.156000000000001,3.983,,3.968,3.522,3.375,3.3339999999999996,3.153,36,9,0,0,0,0,0,0,0,-19,-6,-9,-1,0,0,0,0,0,10
639,230,7,114134,1,2020-06-15 08:36:12.000000,238,216.0,1133.0,,False,4.69,1320084.0,0,1,89,50.0,66.4,550,511,2020-06-15 08:36:12.000000,241.643,54,2.465,2.582,2.635,2.6489999999999996,2.73,3.003,2.927,3.153,3.3789999999999996,3.5210000000000004,-6139,80,1618,-11,-95,14,174,-28,72,-1153,-24,848,-42,-153,-23,160,-8,57,8
652,282,7,114186,1,2020-06-15 08:45:10.000000,5,-2.0,15.0,,True,0.062,1320097.0,0,2,89,50.0,-54.8,-7,-9,2020-06-15 08:45:10.000000,243.38099999999997,51,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,37,9,0,0,0,0,0,0,0,-19,-6,-13,-1,-1,0,0,0,0,8
685,975,7,119233,1,2020-06-18 11:04:58.000000,52,-9.0,300.0,,False,,1320730.0,0,2,89,50.0,78.7,268,-50,2020-06-18 11:04:58.000000,244.25,55,1.09,1.062,1.064,1.093,1.13,1.169,1.159,1.178,1.212,1.4680000000000002,-1645,8,722,-4,-66,3,-90,0,1,-217,-13,92,0,-46,-1,-11,0,13,11
365,963,7,119221,1,2020-06-18 11:03:15.000000,7,-219.0,25.0,,False,0.10300000000000001,1320727.0,0,2,89,50.0,-40.0,-6,-489,2020-06-18 11:03:15.000000,244.25,55,3.78,4.276,3.752,3.8489999999999998,4.433,3.8110000000000004,4.309,5.077,4.3919999999999995,4.638,36,11,0,-1,-3,0,0,0,0,-24,-13,-11,0,-1,0,0,0,1,11
464,978,7,119236,1,2020-06-18 11:05:46.000000,129,109.0,721.0,,False,2.9739999999999998,1320731.0,1,1,89,50.0,69.9,359,-50,2020-06-18 11:05:46.000000,242.512,55,1.0390000000000001,1.077,1.074,1.196,1.151,1.254,1.361,1.415,1.466,1.524,-3773,-42,900,-14,143,13,77,11,-4,-970,-23,683,1,105,18,79,14,-103,11
54,251,7,114155,1,2020-06-15 08:40:43.000000,250,185.0,1133.0,,False,4.656000000000001,1320091.0,0,1,89,50.0,72.7,811,698,2020-06-15 08:40:43.000000,243.38099999999997,51,4.755,5.676,5.775,5.575,5.614,5.252999999999999,4.8469999999999995,5.195,5.126,5.032,-5162,-41,660,-9,64,13,-156,-3,-49,-2212,-21,1532,-11,-108,6,189,21,21,8
154,854,7,119112,1,2020-06-18 10:46:23.000000,99,87.0,563.0,,False,2.3409999999999997,1320702.0,1,1,89,50.0,78.7,513,96,2020-06-18 10:46:23.000000,240.773,50,2.298,2.324,2.311,,2.184,2.171,2.176,2.234,2.29,2.334,-2976,0,778,0,155,0,44,0,-4,-780,-16,615,-4,94,0,13,0,-84,10
739,875,7,119133,1,2020-06-18 10:48:42.000000,5,,14.0,,True,0.062,1320705.0,0,2,89,50.0,-52.7,-6,-588,2020-06-18 10:48:42.119133,238.166,54,3.71,3.813,3.917,,3.8569999999999998,4.0089999999999995,4.156000000000001,4.486000000000001,4.699,4.834,36,11,0,-1,0,0,0,0,0,-21,-8,-11,0,0,0,0,0,0,10
256,32,7,113936,1,2020-06-15 08:08:58.000000,5,-149.0,15.0,,True,0.064,1319568.0,0,2,89,50.0,-52.0,-7,-667,2020-06-15 08:08:58.000000,240.773,50,3.283,3.595,3.532,3.5060000000000002,3.71,3.4789999999999996,3.3080000000000003,3.23,3.219,3.364,34,9,0,-3,0,0,0,0,0,-24,-9,-13,0,0,-1,0,0,1,8
115,843,7,119101,1,2020-06-18 10:43:42.000000,21,-11.0,45.0,,True,0.188,1320697.0,0,2,89,50.0,60.4,38,-87,2020-06-18 10:43:42.000000,239.90400000000002,50,0.6779999999999999,0.623,0.579,0.5539999999999999,0.532,0.516,0.542,0.5920000000000001,0.664,0.752,-214,9,0,-1,0,0,0,0,0,-112,-9,-14,0,-3,0,0,0,0,10
255,420,7,114324,1,2020-06-15 09:07:31.000000,107,87.0,688.0,,False,2.88,1320129.0,0,1,89,50.0,72.4,343,305,2020-06-15 09:07:31.000000,239.035,50,1.7369999999999999,1.714,1.696,1.8519999999999999,1.876,1.925,2.008,2.182,2.2680000000000002,2.229,-3339,-36,943,1,186,3,47,6,-70,-501,44,315,4,13,0,-14,1,-36,9
513,426,7,114330,1,2020-06-15 09:08:10.000000,121,-53.0,660.0,,False,2.753,1320130.0,0,2,89,50.0,78.0,578,326,2020-06-15 09:08:10.000000,239.90400000000002,50,3.785,3.468,3.13,3.077,3.366,3.5010000000000003,3.542,3.903,4.085,4.098,-4082,6,960,-1,130,11,105,1,0,-933,-13,630,-6,69,-9,97,-1,-41,9
118,848,7,119106,1,2020-06-18 10:44:16.000000,117,78.0,391.0,,False,1.641,1320698.0,0,1,89,50.0,71.3,350,138,2020-06-18 10:44:16.000000,238.166,50,2.211,2.164,1.9909999999999999,1.96,2.148,2.069,1.9180000000000001,1.828,1.645,1.595,-2074,6,399,0,100,0,39,-4,26,-859,-18,729,0,28,-6,-89,0,-24,10
983,985,7,119243,1,2020-06-18 11:06:44.000000,118,67.0,491.0,,False,2.0340000000000003,1320731.0,0,1,89,50.0,74.8,444,155,2020-06-18 11:06:44.000000,241.643,53,1.889,1.725,1.699,1.636,,1.641,1.565,1.526,1.496,1.692,-2364,9,524,0,85,0,24,0,31,-862,-9,702,-3,59,0,-67,0,-47,11
722,808,7,119066,1,2020-06-18 10:39:06.000000,249,243.0,1127.0,,False,4.7,1320691.0,0,1,89,50.0,64.3,524,531,2020-06-18 10:39:06.000000,239.90400000000002,50,2.461,2.5340000000000003,2.5980000000000003,2.7039999999999997,2.905,2.937,3.1510000000000002,3.154,3.4960000000000004,3.6439999999999997,-6083,99,1574,34,-97,8,156,9,16,-1348,26,1110,-79,-259,46,202,-29,94,10
502,176,7,114080,1,2020-06-15 08:28:17.000000,162,157.0,809.0,,False,3.3489999999999998,1320073.0,0,1,89,50.0,66.4,375,382,2020-06-15 08:28:17.114080,241.643,52,3.557,3.187,3.0060000000000002,2.991,2.839,2.737,2.8489999999999998,2.8510000000000004,2.951,3.057,-3729,-3,1008,-14,138,0,113,3,-18,-727,-23,574,-6,37,-9,77,8,-54,8
791,371,7,114275,1,2020-06-15 09:00:49.000000,130,125.0,659.0,,False,2.778,1320120.0,0,1,89,50.0,78.0,616,623,2020-06-15 09:00:49.000000,237.297,54,2.333,2.549,2.58,2.7119999999999997,2.6710000000000003,2.755,2.8089999999999997,3.003,3.0069999999999997,3.2119999999999997,-3758,1,991,0,153,1,105,0,-14,-739,-16,529,0,29,-3,54,0,-51,9
674,662,7,118920,1,2020-06-18 10:16:52.000000,2229,150.0,2340.0,,False,9.972000000000001,,5,1,89,50.0,16.8,684,321,2020-06-18 10:16:52.000000,234.68900000000002,51,10.722999999999999,10.751,10.789000000000001,10.905999999999999,10.728,10.925999999999998,10.787,10.637,10.401,10.255999999999998,-4549,14,917,6,133,3,260,-1,26,-13307,-8,669,4,438,-44,277,0,-8,10
740,939,7,119197,1,2020-06-18 10:59:34.000000,4,0.0,15.0,,True,0.062,1320720.0,0,2,89,50.0,-57.6,-7,-990,2020-06-18 10:59:34.000000,242.512,51,0.825,0.8690000000000001,0.909,0.9420000000000001,0.981,1.018,1.051,1.087,1.12,1.318,36,11,0,-3,0,0,0,0,0,-23,-9,-13,0,0,-1,0,0,0,10
294,885,7,119143,1,2020-06-18 10:50:08.000000,5,-135.0,14.0,,True,0.061,1320707.0,0,2,89,50.0,-52.0,-6,-396,2020-06-18 10:50:08.000000,243.38099999999997,54,3.306,3.872,3.983,3.45,4.047,4.106,4.534,4.978,4.605,3.9130000000000003,36,11,0,0,0,0,0,0,0,-19,-6,-9,0,0,0,0,0,0,10
716,787,7,119045,1,2020-06-18 10:36:12.000000,170,165.0,916.0,,False,3.821,1320687.0,1,1,89,50.0,67.8,425,428,2020-06-18 10:36:12.000000,239.90400000000002,54,2.062,2.197,2.285,2.364,2.385,2.6260000000000003,2.625,2.73,2.8310000000000004,2.9219999999999997,-4641,-8,1329,13,61,13,202,-11,1,-567,-39,422,4,-39,-8,47,14,-4,10
149,144,7,114048,1,2020-06-15 08:23:26.000000,2135,-162.0,,,True,8.966000000000001,1319949.0,4,2,89,50.0,1.4,54,-899,2020-06-15 08:23:26.000000,238.166,50,8.937999999999999,8.934,8.937999999999999,8.937999999999999,8.936,8.937999999999999,8.937999999999999,8.937999999999999,8.933,,-51,4,-79,0,-26,0,87,0,1,-12596,-31,-14,-14,377,0,146,0,0,8
757,595,7,118853,1,2020-06-18 10:08:37.000000,2232,157.0,2364.0,,False,10.074,1320298.0,5,1,89,50.0,18.2,744,734,2020-06-18 10:08:37.000000,234.68900000000002,55,10.043,10.231,10.155,10.099,10.106,10.079,10.131,10.259,10.304,10.366,-4516,-14,917,-23,19,49,165,0,34,-13614,-37,861,-3,435,1,343,0,4,10
156,871,7,119129,1,2020-06-18 10:48:08.000000,191,186.0,922.0,,False,3.8310000000000004,1320704.0,0,1,89,50.0,73.1,644,651,2020-06-18 10:48:08.000000,240.773,54,3.702,3.73,3.842,3.9530000000000003,3.826,3.623,3.842,3.753,3.667,4.006,-5426,-21,1410,0,-37,-24,161,0,34,-1024,-26,787,-11,-118,39,173,8,61,10
168,855,7,119113,1,2020-06-18 10:46:24.000000,11,-87.0,16.0,,True,0.069,1320702.0,0,2,89,50.0,-5.2,-1,-514,2020-06-18 10:46:24.000000,239.90400000000002,50,0.09699999999999999,0.085,0.085,0.079,0.07400000000000001,0.07200000000000001,0.07200000000000001,0.069,0.067,0.07200000000000001,3,13,0,0,0,0,0,0,0,-66,-11,-9,-3,0,0,0,0,0,10
351,64,7,113968,1,2020-06-15 08:13:14.000000,170,165.0,881.0,,False,3.634,1319575.0,0,1,89,50.0,74.5,624,631,2020-06-15 08:13:14.000000,242.512,50,4.053999999999999,4.062,3.892,3.4789999999999996,3.465,3.738,3.969,3.92,3.832,3.679,-4634,0,815,-41,26,-26,-62,19,52,-1734,-87,1235,103,56,18,244,-13,-31,8
658,485,7,114389,1,2020-06-15 09:20:14.000000,5,-102.0,15.0,,True,0.062,1320149.0,0,2,89,50.0,-51.6,-7,-273,2020-06-15 09:20:14.000000,244.25,53,1.6680000000000001,1.5919999999999999,1.574,1.564,1.597,1.6119999999999999,1.6119999999999999,1.595,1.6119999999999999,1.645,36,9,0,-1,0,0,0,0,0,-23,-9,-11,0,0,0,0,0,0,9
564,537,7,118795,1,2020-06-18 10:00:47.000000,4,-128.0,15.0,,True,0.062,1320155.0,0,2,89,50.0,-56.6,-7,-670,2020-06-18 10:00:47.000000,239.90400000000002,61,0.11800000000000001,0.11,0.08,0.055999999999999994,0.062,0.057,0.061,0.059000000000000004,0.066,0.064,34,9,0,-3,0,0,0,0,0,-24,-9,-11,0,0,0,0,0,0,10
225,416,7,114320,1,2020-06-15 09:06:51.000000,216,20.0,947.0,,False,,1320128.0,0,1,89,50.0,71.7,658,232,2020-06-15 09:06:51.000000,239.035,50,3.4760000000000004,2.983,2.641,2.479,2.491,2.541,2.531,2.7569999999999997,2.946,2.943,-5220,19,1262,13,36,-31,151,9,39,-1095,-11,759,-6,-74,-34,163,16,28,9
142,512,7,118770,1,2020-06-18 09:57:33.000000,5,-80.0,15.0,,True,0.062,1320151.0,0,2,89,50.0,-51.6,-6,-517,2020-06-18 09:57:33.000000,239.90400000000002,61,0.062,0.059000000000000004,0.066,0.059000000000000004,0.07200000000000001,0.059000000000000004,0.062,0.066,0.061,0.062,34,8,0,0,0,0,0,0,0,-16,-3,-6,0,0,0,0,0,0,9
480,914,7,119172,1,2020-06-18 10:55:57.000000,134,0.0,343.0,,True,1.41,1320715.0,2,5,89,50.0,64.6,286,-52,2020-06-18 10:55:57.000000,243.38099999999997,53,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,-1617,16,59,-6,92,3,118,0,31,-910,-23,742,-4,51,0,-33,3,1,10
503,872,7,119130,1,2020-06-18 10:48:21.000000,220,215.0,1023.0,,False,4.266,,1,1,89,50.0,75.5,874,229,2020-06-18 10:48:21.000000,239.90400000000002,54,2.38,2.521,2.588,2.6639999999999997,2.8310000000000004,2.872,2.963,3.177,3.25,3.187,-5129,-8,826,-6,36,6,-92,4,-21,-1915,-36,1362,-9,-72,14,186,13,36,10
400,486,7,114390,1,2020-06-15 09:20:31.000000,75,70.0,515.0,,False,2.133,1320149.0,0,1,89,50.0,71.7,233,240,2020-06-15 09:20:31.000000,241.643,53,1.102,1.349,1.351,1.351,1.3459999999999999,1.526,1.5219999999999998,1.587,1.635,1.8230000000000002,-2369,-3,806,16,125,3,-6,-9,-47,-544,-66,516,-28,52,9,-97,19,-85,9
705,333,7,114237,1,2020-06-15 08:53:45.000000,4,-168.0,15.0,,True,0.062,1320110.0,1,2,89,50.0,85.7,67,-518,2020-06-15 08:53:45.000000,242.512,53,3.4219999999999997,3.6210000000000004,4.207,3.735,3.6430000000000002,4.271,3.938,4.365,4.897,4.382,34,9,0,-4,0,0,0,0,0,-28,-13,-13,-1,-3,-3,1,1,1,8
938,351,7,114255,1,2020-06-15 08:56:04.000000,175,-67.0,824.0,,False,3.412,1320113.0,0,2,89,50.0,75.9,714,175,2020-06-15 08:56:04.000000,241.643,53,3.362,3.187,3.3080000000000003,3.2710000000000004,3.5039999999999996,3.702,3.7910000000000004,3.885,3.697,3.428,-4171,14,1014,14,138,-39,103,18,-16,-894,-1,638,-1,24,19,85,-8,-39,8
971,218,7,114122,1,2020-06-15 08:34:14.000000,288,59.0,1236.0,,False,5.115,1320081.0,0,1,89,50.0,73.4,992,471,2020-06-15 08:34:14.000000,241.643,50,5.591,6.101,,4.747,5.03,4.327,5.0680000000000005,5.938,5.119,5.794,-7088,105,1707,-33,-89,0,47,34,-9,-1879,-21,1509,-62,-334,16,244,-31,136,8
51,265,7,114169,1,2020-06-15 08:42:38.000000,162,158.0,838.0,,False,3.469,1320093.0,0,1,89,50.0,74.5,589,596,2020-06-15 08:42:38.000000,241.643,51,3.011,2.641,2.91,2.785,2.842,2.988,2.951,3.405,3.295,3.1,-4869,125,1197,-16,14,66,107,-28,-1,-1171,-34,902,-44,-74,-39,188,-13,31,8
821,318,7,114222,1,2020-06-15 08:51:39.000000,209,204.0,1001.0,,False,4.146,1320107.0,1,1,89,50.0,65.3,459,-130,2020-06-15 08:51:39.000000,241.643,53,2.202,2.258,2.295,2.4930000000000003,2.6069999999999998,2.717,2.72,2.9760000000000004,3.06,,-6811,41,1415,61,72,0,-80,39,-33,-2143,13,1724,11,-391,-44,227,13,74,8
126,288,7,114192,1,2020-06-15 08:45:55.000000,28,-6.0,48.0,,True,0.19899999999999998,1320098.0,0,2,89,50.0,53.0,37,-26,2020-06-15 08:45:55.000000,243.38099999999997,51,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,-201,9,0,0,0,0,0,0,0,-155,-6,-6,0,-3,0,0,0,0,8
